ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.94148,0.28186,0.43384,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.64091,0.49805,0.56052,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.61584,0.52790,0.56849,2
ROUGE-L+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.62074,0.53219,0.57306,2

ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.97103,0.18936,0.31692,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.73576,0.55682,0.63390,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.69057,0.62585,0.65662,2
ROUGE-1+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.69057,0.62585,0.65662,2

ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.85759,0.16351,0.27466,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.48276,0.37313,0.42093,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.44217,0.39435,0.41689,2
ROUGE-2+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.44082,0.40921,0.42443,2

ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM1.TXT,0.82836,0.15402,0.25974,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM2.TXT,0.49226,0.38787,0.43387,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM4.TXT,0.46046,0.40300,0.42982,2
ROUGE-SU4+StopWordRemoval,TASK1,ENGLISHSYSSUM3.TXT,0.45214,0.42986,0.44072,2

